iter	Logloss
231	0.3130285442
232	0.3130166669
233	0.3129943695
234	0.3129800061
235	0.3129627371
236	0.3129491515
237	0.3129312101
238	0.3129094157
239	0.3128897624
240	0.312878148
241	0.3128640471
242	0.3128635009
243	0.3128624705
244	0.312848673
245	0.3128302894
246	0.3128267398
247	0.3128045633
248	0.3127861004
249	0.3127710758
250	0.3127556232
251	0.3127326324
252	0.3127129466
253	0.3126986086
254	0.3126878261
255	0.3126713312
256	0.3126555989
257	0.3126368271
258	0.3126137041
259	0.3126142724
260	0.3126013478
261	0.3125851812
262	0.3125765757
263	0.3125496083
264	0.3125414767
265	0.3125403828
266	0.3125200361
267	0.3125047297
268	0.3124841069
269	0.312473477
270	0.3124516905
271	0.3124295258
272	0.3124190683
273	0.3124127567
274	0.3124078195
275	0.3123878397
276	0.312356588
277	0.3123561046
278	0.3123451778
279	0.3123235465
280	0.3123106882
281	0.3122970647
282	0.3122948406
283	0.3122712403
284	0.3122713582
285	0.312257145
286	0.3122463937
287	0.3122176698
288	0.3122053367
289	0.3121865346
290	0.3121729157
291	0.3121409321
292	0.3121408867
293	0.3121409079
294	0.312137714
295	0.3121195758
296	0.312102437
297	0.3120850007
298	0.3120646555
299	0.3120490208
300	0.3120448477
301	0.3120186828
302	0.3120114395
303	0.3120038853
304	0.3119772495
305	0.3119633773
306	0.3119479519
307	0.311934907
308	0.3119185044
309	0.3118923538
310	0.3118777098
311	0.3118670505
312	0.311860035
313	0.3118332021
314	0.3118175593
315	0.3117991529
316	0.3117871379
317	0.3117746008
318	0.3117757855
319	0.31176892
320	0.3117470552
321	0.311724153
322	0.3117182576
323	0.3117044581
324	0.3116882263
325	0.3116814966
326	0.3116684992
327	0.3116557271
328	0.31163821
329	0.311614775
330	0.3116032358
331	0.3115840852
332	0.3115666039
333	0.3115611946
334	0.3115471589
335	0.3115384591
336	0.3115367277
337	0.3115280873
338	0.3115011474
339	0.3114930399
340	0.3114721577
341	0.3114519453
342	0.3114325334
343	0.3114145289
344	0.3113965488
345	0.3113807241
346	0.3113626435
347	0.3113626404
348	0.3113500524
349	0.3113493632
350	0.3113341619
351	0.311322506
352	0.3113085931
353	0.3113028855
354	0.3112852487
355	0.3112786706
356	0.3112685
357	0.3112590032
358	0.3112360843
359	0.3112220674
360	0.3112169368
361	0.3112000791
362	0.3111873372
363	0.3111744348
364	0.3111465569
365	0.3111459406
366	0.3111456263
367	0.3111346889
368	0.3111077635
369	0.3110750336
370	0.3110556375
371	0.3110399003
372	0.311018253
373	0.3110001274
374	0.310981021
375	0.3109697447
376	0.3109558753
377	0.3109530289
378	0.3109503127
379	0.3109265055
380	0.3109107203
381	0.3109059009
382	0.3109052662
383	0.3109002093
384	0.3108864789
385	0.3108764828
386	0.3108555518
387	0.3108346512
388	0.3108167528
389	0.3107899719
390	0.3107744551
391	0.310755145
392	0.3107481654
393	0.3107251822
394	0.3107152915
395	0.31069874
396	0.310677381
397	0.3106754909
398	0.3106716066
399	0.3106464001
400	0.3106301411
401	0.3106209505
402	0.3105906775
403	0.3105791609
404	0.3105710302
405	0.3105621942
406	0.3105390821
407	0.3105299943
408	0.3105170149
409	0.3105015024
410	0.3104858404
411	0.3104774647
412	0.3104607383
413	0.3104501602
414	0.3104390567
415	0.3104370533
416	0.3104226289
417	0.3104184647
418	0.310414328
419	0.3104148808
420	0.3103989046
421	0.3103797108
422	0.3103609818
423	0.3103434727
424	0.3103397353
425	0.3103182604
426	0.3103086152
427	0.3102884257
428	0.3102751974
429	0.3102624114
430	0.3102512177
431	0.3102387276
432	0.3102258462
433	0.3102189821
434	0.3102023446
435	0.3101891511
436	0.3101856861
437	0.3101778606
438	0.3101512479
439	0.3101366928
440	0.310124713
441	0.3101160791
442	0.3100973399
443	0.3100839804
444	0.310064797
445	0.3100630865
446	0.3100489334
447	0.3100363313
448	0.3100225569
449	0.3100137023
450	0.3099925536
451	0.3099787311
452	0.3099598016
453	0.3099494586
454	0.3099393502
455	0.3099263696
456	0.3099248514
457	0.3099189181
458	0.3099126299
459	0.3098968557
460	0.3098803318
461	0.3098665778
462	0.3098566598
463	0.3098468464
464	0.3098455543
465	0.309823288
466	0.3097966376
467	0.3097837118
468	0.3097664282
469	0.3097528868
470	0.3097398264
471	0.3097396588
472	0.3097249643
473	0.3097257787
474	0.3097150997
475	0.3096971004
476	0.3096790116
477	0.3096766666
478	0.3096598138
479	0.3096365589
480	0.3096285806
481	0.3096248294
482	0.3095972608
483	0.3095736976
484	0.309559091
485	0.3095352725
486	0.3095218375
487	0.3095166929
488	0.3095083123
489	0.3094904107
490	0.3094732825
491	0.3094597438
492	0.3094381121
493	0.3094219737
494	0.3094057047
495	0.3093924975
496	0.30937906
497	0.3093673414
498	0.3093632834
499	0.3093645924
500	0.3093454381
501	0.309341566
502	0.3093252803
503	0.3093133515
504	0.3093123416
505	0.3092886403
506	0.3092778379
507	0.3092584792
508	0.3092459948
509	0.3092388807
510	0.3092203105
511	0.3092015459
512	0.3091889318
513	0.3091793884
514	0.309179121
515	0.3091793476
516	0.3091716228
517	0.3091462212
518	0.3091312799
519	0.3091310894
520	0.3091308537
521	0.3091107287
522	0.3091001777
523	0.3090871092
524	0.3090867012
525	0.3090849503
526	0.3090790565
527	0.3090583962
528	0.3090434527
529	0.3090203725
530	0.3090176288
531	0.3090017583
532	0.3089997504
533	0.3089911323
534	0.3089853251
535	0.3089631542
536	0.3089534419
537	0.3089359583
538	0.3089237645
539	0.3089119211
540	0.3089037024
541	0.3089014856
542	0.308895796
543	0.3088652194
544	0.308867126
545	0.3088631873
546	0.3088604256
547	0.308840097
548	0.3088402813
549	0.3088406408
550	0.3088394564
551	0.3088218709
552	0.3088066603
553	0.3087884388
554	0.3087886229
555	0.3087791448
556	0.308781473
557	0.3087727097
558	0.3087727595
559	0.3087664313
560	0.3087533037
561	0.3087365365
562	0.3087219824
563	0.3087101922
564	0.308698219
565	0.3086817121
566	0.3086799024
567	0.3086681914
568	0.3086481074
569	0.3086416841
570	0.3086332634
571	0.308621375
572	0.3086006071
573	0.3085883212
574	0.3085709786
575	0.3085452331
576	0.3085408456
577	0.3085214029
578	0.3085084477
579	0.3084877002
580	0.3084708554
581	0.3084769974
582	0.3084570428
583	0.3084456284
584	0.3084401511
585	0.3084328318
586	0.3084279747
587	0.3084099265
588	0.3084004343
589	0.3083851284
590	0.3083574159
591	0.3083429044
592	0.3083271969
593	0.3083060166
594	0.3083003114
595	0.3083001875
596	0.3082963242
597	0.3082725693
598	0.3082535242
599	0.308238281
600	0.3082334013
601	0.3082166107
602	0.3082071313
603	0.3081793615
604	0.3081732186
605	0.3081669495
606	0.3081455473
607	0.3081284481
608	0.3081191121
609	0.3081191725
610	0.3081096406
611	0.3080769027
612	0.308063719
613	0.3080548983
614	0.3080491204
615	0.3080352304
616	0.3080224151
617	0.3080052941
618	0.3079979786
619	0.3079903365
620	0.3079742538
621	0.3079563449
622	0.3079309617
623	0.307920823
624	0.3079110673
625	0.3079112003
626	0.3078928333
627	0.3078773367
628	0.3078645718
629	0.3078441112
630	0.3078317975
631	0.3078147254
632	0.307805994
633	0.3077986058
634	0.3077950054
635	0.3077946218
636	0.3077910286
637	0.3077777852
638	0.3077653377
639	0.3077491313
640	0.3077423003
641	0.3077305592
642	0.3077135821
643	0.3077125744
644	0.307710062
645	0.3076939509
646	0.3076811357
647	0.3076663565
648	0.3076670288
649	0.3076665076
650	0.3076534729
651	0.3076525044
652	0.3076493047
653	0.3076296895
654	0.3076081308
655	0.3075974649
656	0.3075773466
657	0.3075683284
658	0.3075526315
659	0.3075429184
660	0.3075308513
661	0.3075308704
662	0.3075308824
663	0.3075288203
664	0.3075153398
665	0.3074958911
666	0.3074815884
667	0.3074619444
668	0.3074438937
669	0.3074405185
670	0.3074253363
671	0.3074130132
672	0.3073990402
673	0.3073930464
674	0.3073728942
675	0.3073554614
676	0.3073396657
677	0.3073253195
678	0.3073235728
679	0.307311033
680	0.3073045901
681	0.3072850012
682	0.3072775225
683	0.3072774031
684	0.3072672836
685	0.3072540864
686	0.307236041
687	0.3072297316
688	0.3072296258
689	0.3072242618
690	0.3072117099
691	0.3072096069
692	0.3072015494
693	0.3071860861
694	0.3071792854
695	0.3071721471
696	0.3071594833
697	0.3071485132
698	0.3071406652
699	0.3071290842
700	0.3071123094
701	0.3071002954
702	0.3070871648
703	0.3070771695
704	0.3070743946
705	0.3070545169
706	0.307042359
707	0.307019244
708	0.3070049173
709	0.3070020091
710	0.306994662
711	0.3069806284
712	0.3069674195
713	0.3069594029
714	0.3069388875
715	0.3069034205
716	0.3068986434
717	0.3068840672
718	0.3068829536
719	0.3068721439
720	0.3068632734
721	0.3068473749
722	0.3068496642
723	0.3068267024
724	0.3068227081
725	0.3068116642
726	0.306807607
727	0.3067958951
728	0.3067775801
729	0.3067520753
730	0.3067415358
731	0.306751595
732	0.3067432204
733	0.3067278091
734	0.3066998773
735	0.3066960354
736	0.3066789534
737	0.3066772415
738	0.3066571522
739	0.3066339912
740	0.3066100608
741	0.3066058798
742	0.3065897915
743	0.3065799559
744	0.3065760957
745	0.3065761727
746	0.3065683857
747	0.3065624858
748	0.3065563356
749	0.3065353044
750	0.3065131731
751	0.3064947798
752	0.3064799999
753	0.3064602717
754	0.3064578027
755	0.3064331411
756	0.3064156383
757	0.3064087219
758	0.3063897207
759	0.3063741288
760	0.3063651753
761	0.3063461647
762	0.3063310593
763	0.3063197339
764	0.3062962075
765	0.3062873345
766	0.3062658853
767	0.3062542263
768	0.3062469817
769	0.3062429535
770	0.3062355332
771	0.3062155596
772	0.3062111147
773	0.3062093575
774	0.3062085704
775	0.3062009425
776	0.3061862669
777	0.3061639011
778	0.3061486702
779	0.3061313947
780	0.3061076733
781	0.3061028592
782	0.3060908633
783	0.306080941
784	0.3060606875
785	0.3060445668
786	0.3060238313
787	0.3060262985
788	0.3060206133
789	0.3060124462
790	0.3059956109
791	0.3059969041
792	0.3059794062
793	0.3059465026
794	0.3059486506
795	0.3059300248
796	0.3059176078
797	0.3059039262
798	0.3058922565
799	0.3058848656
800	0.3058757468
801	0.3058638661
802	0.3058409552
803	0.3058241986
804	0.3058238103
805	0.3058178499
806	0.3058140684
807	0.3057935472
808	0.3057847224
809	0.3057803923
810	0.3057801913
811	0.3057672044
812	0.3057611386
813	0.3057492094
814	0.3057365204
815	0.3057126959
816	0.3057137976
817	0.3057070368
818	0.3056887127
819	0.3056824688
820	0.3056717039
821	0.3056519108
822	0.3056384664
823	0.3056261841
824	0.305615851
825	0.3055979431
826	0.3055845183
827	0.3055804131
828	0.3055811927
829	0.3055784489
830	0.3055567569
831	0.3055427765
832	0.3055280344
833	0.3054996852
834	0.3055002064
835	0.3054999254
836	0.3054833775
837	0.305464812
838	0.3054494713
839	0.3054370031
840	0.305434906
841	0.3054184169
842	0.3054187325
843	0.3054090577
844	0.3054010729
845	0.305400804
846	0.3053920578
847	0.3053882703
848	0.3053760976
849	0.305367622
850	0.3053535705
851	0.3053500728
852	0.3053372936
853	0.3053271917
854	0.3053101313
855	0.3053047117
856	0.3052923531
857	0.3052787318
858	0.3052578821
859	0.3052382679
860	0.3052375185
861	0.3052377859
862	0.3052314134
863	0.3052255392
864	0.3052144385
865	0.3051903661
866	0.3051903435
867	0.3051868943
868	0.3051770646
869	0.3051606967
870	0.3051494494
871	0.305131243
872	0.3051144489
873	0.3050937131
874	0.3050818069
875	0.3050661142
876	0.3050653785
877	0.3050649283
878	0.3050629053
879	0.3050381292
880	0.305026896
881	0.305000589
882	0.3049863193
883	0.3049710333
884	0.3049681644
885	0.3049464685
886	0.3049338575
887	0.3049259464
888	0.3049069795
889	0.3048981105
890	0.3048862463
891	0.3048861692
892	0.3048767191
893	0.3048712746
894	0.3048603119
895	0.3048426998
896	0.3048283866
897	0.3048253725
898	0.3048147949
899	0.3047975676
900	0.3047891887
901	0.3047841234
902	0.3047680729
903	0.3047546376
904	0.3047418004
905	0.3047307597
906	0.3047293304
907	0.304710152
908	0.3047072171
909	0.304707075
910	0.304700167
911	0.3046908191
912	0.3046695492
913	0.3046513244
914	0.3046348963
915	0.3046264583
916	0.3046152854
917	0.3046174262
918	0.3046134527
919	0.3046119902
920	0.3046137548
921	0.3046079403
922	0.3046018934
923	0.3046022092
924	0.3046022107
925	0.304594186
926	0.3045816755
927	0.3045747289
928	0.3045709227
929	0.3045620532
930	0.3045473392
931	0.3045463842
932	0.3045362545
933	0.3045300097
934	0.3045158151
935	0.3045064015
936	0.3044951853
937	0.3044831942
938	0.304467876
939	0.3044680603
940	0.3044681856
941	0.304461455
942	0.3044426742
943	0.3044347785
944	0.3044204093
945	0.3044146
946	0.3044114515
947	0.3044013426
948	0.3043924198
949	0.3043839921
950	0.3043583382
951	0.3043456841
952	0.3043308056
953	0.3043239459
954	0.3043240381
955	0.3043098228
956	0.3042969125
957	0.3042814583
958	0.3042659068
959	0.3042659204
960	0.3042601718
961	0.3042545027
962	0.3042368732
963	0.3042193808
964	0.3042093571
965	0.3041981939
966	0.3041871477
967	0.3041646793
968	0.3041604897
969	0.3041475733
970	0.3041253495
971	0.3041238594
972	0.3041126116
973	0.3040972406
974	0.3040802637
975	0.3040668525
976	0.304057824
977	0.3040420931
978	0.3040372189
979	0.3040216807
980	0.3040134662
981	0.3040001868
982	0.3039851838
983	0.3039708133
984	0.3039592964
985	0.3039470527
986	0.3039296342
987	0.3039254354
988	0.3039144183
989	0.3038949235
990	0.3038832922
991	0.3038767971
992	0.3038620542
993	0.303847652
994	0.3038478122
995	0.3038367094
996	0.3038184623
997	0.3038040778
998	0.3038042838
999	0.3038036583
